ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
602,Shaloon,Dream,Time,Uncommon,amorphous-elemental,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Shaloon"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. SECONDARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: drifting bubbles, trailing ribbons, plus clockwork joints accents from Time-element, made of dream-shadow body. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
603,Shalax,Mind,Sound,Uncommon,amorphous-elemental,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Shalax"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. SECONDARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: telekinetic ring, spoon-bent appendages, plus tuning-fork antennae accents from Sound-element, made of psychic film. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
604,Hypony,Sound,,Uncommon,mythic-form,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Hypony"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: resonance horns, tympanum membranes on ears, made of membrane-skin. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
605,Falcoplume,Time,Aether,Uncommon,bird,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Falcoplume"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. SECONDARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. CREATURE ARCHETYPE: bird. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: sand-streaming limbs, hourglass markings on chest, plus veil of light-mist accents from Aether-element, made of petrified wood. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
606,Albanub,Crystal,,Uncommon,mythic-form,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Albanub"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: rainbow refraction shimmer, shard horns, made of solid quartz body. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
607,Pantheaf,Blood,Crystal,Uncommon,cat,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Pantheaf"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: cat. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: dripping fangs, bone-spike spine, plus shard horns accents from Crystal-element, made of blood-cell tissue. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
608,Chamelite,Fire,Ice,Uncommon,quadruped,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Chamelite"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. SECONDARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: ash-streaked fur, burning mane, plus icicle crown accents from Ice-element, made of molten metal. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
609,Rhinodily,Water,,Uncommon,bipedal-humanoid,Beach|Harbor|Marsh,any,Friday,Rain,96x96,5,"Pokemon-style monster creature named ""Rhinodily"". PRIMARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: translucent jelly skin, fin-blade ridges, made of pearl scales. AURA / MOOD: swirling water-stream around body. STYLE REFERENCE: like Vaporeon — sleek aquatic with fluid ridges. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
610,Spinking,Ice,Earth,Uncommon,amorphous-elemental,Mountain|WaterSurface,any,Wednesday,Snow,96x96,5,"Pokemon-style monster creature named ""Spinking"". PRIMARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. SECONDARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: snowflake markings, shattered-glass exoskeleton, plus root-bound horns accents from Earth-element, made of frozen feather. AURA / MOOD: crisp frost mist. STYLE REFERENCE: like Glaceon — crystalline ice plates over fur. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
611,Chimebil,Earth,,Uncommon,quadruped,Forest|Mountain|Desert,any,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Chimebil"". PRIMARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: boulder-shoulder, root-bound horns, made of compacted soil fur. AURA / MOOD: small dust kicked up around feet. STYLE REFERENCE: like Rhydon — heavy earth-armored beast. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
612,Bisotto,Wood,Water,Uncommon,spirit-form,Forest|Plains,day-preferred,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Bisotto"". PRIMARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. SECONDARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: moss back, moss back, plus fin-blade ridges accents from Water-element, made of bark armor. AURA / MOOD: petals drifting in air. STYLE REFERENCE: like Sceptile — slender tree-leaf creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
613,Sumouse,Metal,Wind,Uncommon,rodent,Cave|Castle|Harbor,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Sumouse"". PRIMARY ELEMENT: Metal — iron grey, steel blue, brass-gold accents. SECONDARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: rodent. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: gear joints, riveted plating, plus wind-streak ribbons accents from Wind-element, made of copper veins. AURA / MOOD: metallic clinking, static-spark. STYLE REFERENCE: like Scizor — armored insectoid steel-plated. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
614,Camoose,Storm,,Uncommon,quadruped,Beach|Mountain,any,Thursday,Rain,96x96,5,"Pokemon-style monster creature named ""Camoose"". PRIMARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: thunder cloud collar, rain-soaked aura, made of charged feather. AURA / MOOD: arcing electric tendrils. STYLE REFERENCE: like Zapdos — feathered electric storm-bird. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
615,Salamatine,Wind,Wood,Uncommon,frog,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Salamatine"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. SECONDARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: frog. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: crescent horns, cloud-puff mane, plus leaf-mane accents from Wood-element, made of downy plumage. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
616,Girabuff,Shadow,,Uncommon,reptile,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Girabuff"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: smoke-tendrils, void-eyes, made of ash-bone. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
617,Hypeen,Light,Venom,Uncommon,mythic-form,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Hypeen"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. SECONDARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: sun-ray fur, halo crest, plus stinger tail accents from Venom-element, made of marble plates. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
618,Ostrire,Venom,Wood,Uncommon,mythic-form,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Ostrire"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. SECONDARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: festering boils, hood flare, plus leaf-mane accents from Wood-element, made of scaled hood. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
619,Rhinobyss,Cosmic,,Uncommon,bipedal-humanoid,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Rhinobyss"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: void-eyes, asteroid horns, made of stellar dust fur. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
620,Wintodile,Aether,Venom,Uncommon,spirit-form,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Wintodile"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. SECONDARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: aether-rune markings, veil of light-mist, plus dripping fangs accents from Venom-element, made of ribbon body. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
621,Voltguin,Dream,,Uncommon,mythic-form,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Voltguin"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: third eye closed in slumber, butterfly wings, made of silk fur. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
622,Quiltile,Mind,Dream,Uncommon,quadruped,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Quiltile"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. SECONDARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: spoon-bent appendages, telekinetic ring, plus drifting bubbles accents from Dream-element, made of smooth porcelain skin. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
623,Meltypus,Sound,Crystal,Uncommon,beast,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Meltypus"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: tuning-fork antennae, vibrating fur, plus shard horns accents from Crystal-element, made of echo-bone. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
624,Swanna,Time,,Uncommon,amorphous-elemental,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Swanna"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: hourglass markings on chest, sand-streaming limbs, made of weathered scales. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
625,Doomadillo,Crystal,Storm,Uncommon,bipedal-humanoid,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Doomadillo"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. SECONDARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: geode core, faceted limbs, plus static-crackle eyes accents from Storm-element, made of diamond-dust fur. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
626,Antetine,Blood,,Uncommon,insect,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Antetine"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. CREATURE ARCHETYPE: insect. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: bone-spike spine, dripping fangs, made of ribbed bone-armor. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
627,Hypetile,Fire,Wood,Uncommon,mythic-form,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Hypetile"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. SECONDARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: glowing eye-coals, glowing eye-coals, plus leaf-mane accents from Wood-element, made of charred bone. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
